City,Edition,Sport,Discipline,Athlete,NOC,Gender,Event,Event_gender,Medal
London,2012,Football,Football,"WAMBACH, Abby",USA,Women,football,W,Gold
London,2012,Athletics,Athletics,"WILLIAMS, Lauryn",USA,Women,4x100m relay,W,Gold
London,2012,Basketball,Basketball,"HARDEN, James",USA,Men,basketball,M,Gold
London,2012,Judo,Judo,"HARRISON, Kayla",USA,Women,71 - 78kg (half-middleweight),W,Gold
London,2012,Shooting,Shooting,"RHODE, Kim",USA,Women,skeet (125 targets),W,Gold
London,2012,Aquatics,Swimming,"HOUCHIN, Charlie",USA,Men,4x200m freestyle relay,M,Gold
London,2012,Aquatics,Swimming,"CLARY, Tyler",USA,Men,200m backstroke,M,Gold
London,2012,Aquatics,Water polo,"CRAIG, Kami",USA,Women,water polo,W,Gold
London,2012,Aquatics,Water polo,"VILLA, Brenda",USA,Women,water polo,W,Gold
London,2012,Volleyball,Beach volley.,"WALSH, JENNINGS Kerri",USA,Women,beach volleyball,W,Gold
London,2012,Shooting,Shooting,"GRAY, Jamie Lynn",USA,Women,50m rifle 3 positions (3x40 shots),W,Gold
London,2012,Basketball,Basketball,"BIRD, Sue",USA,Women,basketball,W,Gold
London,2012,Aquatics,Swimming,"BOOTSMA, Rachel",USA,Women,4x100m medley relay,W,Gold
London,2012,Aquatics,Water polo,"RULON, Kelly",USA,Women,water polo,W,Gold
London,2012,Aquatics,Water polo,"SEIDEMANN, Melissa",USA,Women,water polo,W,Gold
London,2012,Aquatics,Swimming,"SHANTEAU, Eric",USA,Men,4x100m medley relay,M,Gold
London,2012,Football,Football,"SOLO, Hope",USA,Women,football,W,Gold
London,2012,Aquatics,Water polo,"STEFFENS, Maggie",USA,Women,water polo,W,Gold
London,2012,Aquatics,Water polo,"STEFFENS, Jessica",USA,Women,water polo,W,Gold
London,2012,Athletics,Athletics,"SUHR, Jennifer",USA,Women,pole vault,W,Gold
London,2012,Aquatics,Swimming,"TARWATER, Davis",USA,Men,4x200m freestyle relay,M,Gold
London,2012,Basketball,Basketball,"TAURASI, Diana",USA,Women,basketball,W,Gold
London,2012,Rowing,Rowing,"RITZEL, Taylor",USA,Women,eight with coxswain (8+),W,Gold
London,2012,Tennis,Tennis,"BRYAN, Bob",USA,Men,doubles,M,Gold
London,2012,Rowing,Rowing,"FRANCIA, Zsuzsanna",USA,Women,eight with coxswain (8+),W,Gold
London,2012,Aquatics,Swimming,"DWYER, Conor",USA,Men,4x200m freestyle relay,M,Gold
London,2012,Athletics,Athletics,"EATON, Ashton",USA,Unknown,decathlon,X,Gold
London,2012,Aquatics,Water polo,"WINDES, Elsie",USA,Women,water polo,W,Gold
London,2012,Basketball,Basketball,"FOWLES, Sylvia",USA,Women,basketball,W,Gold
London,2012,Rowing,Rowing,"CAFARO, Erin",USA,Women,eight with coxswain (8+),W,Gold
London,2012,Basketball,Basketball,"CASH, Swin",USA,Women,basketball,W,Gold
London,2012,Basketball,Basketball,"CATCHINGS, Tamika",USA,Women,basketball,W,Gold
London,2012,Basketball,Basketball,"CHARLES, Tina",USA,Women,basketball,W,Gold
London,2012,Gymnastics,Artistic G.,"ROSS, Kyla",USA,Women,"team, horizontal bar",W,Gold
London,2012,Cycling,Cycling Road,"ARMSTRONG, Kristin",USA,Women,individual time trial,W,Gold
London,2012,Basketball,Basketball,"ANTHONY, Carmelo",USA,Men,basketball,M,Gold
London,2012,Aquatics,Water polo,"ARMSTRONG, Betsey",USA,Women,water polo,W,Gold
London,2012,Basketball,Basketball,"AUGUSTUS, Seimone",USA,Women,basketball,W,Gold
London,2012,Athletics,Athletics,"BAKER, Keshia",USA,Women,4x400m relay,W,Gold
London,2012,Aquatics,Water polo,"MATHEWSON, Courtney",USA,Women,water polo,W,Gold
London,2012,Volleyball,Beach volley.,"MAY,-TREANOR Misty",USA,Women,beach volleyball,W,Gold
London,2012,Aquatics,Swimming,"M,cGILL Tyler",USA,Men,4x100m medley relay,M,Gold
London,2012,Basketball,Basketball,"DAVIS, Anthony",USA,Men,basketball,M,Gold
London,2012,Aquatics,Water polo,"ANAE, Tumua",USA,Women,water polo,W,Gold
London,2012,Aquatics,Swimming,"ANDERSON, Alyssa",USA,Women,4x200m freestyle relay,W,Gold
London,2012,Athletics,Athletics,"DIXON, Diamond",USA,Women,4x400m relay,W,Gold
London,2012,Athletics,Athletics,"REESE, Brittney",USA,Women,long jump,W,Gold
London,2012,Aquatics,Swimming,"VREELAND, Shannon",USA,Women,4x200m freestyle relay,W,Gold
London,2012,Wrestling,Wrestling Free.,"TAYMAZOV, Artur",UZB,Men,96 - 120kg,M,Gold
London,2012,Fencing,Fencing,"LIMARDO, GASCON Ruben",VEN,Men,foil individual,M,Gold
London,2012,Boxing,Boxing,"LOMACHENKO, Vasyl",UKR,Men,57 - 60kg (lightweight),M,Gold
London,2012,Canoe / Kayak,Canoe / Kayak F,"CHEBAN, Yuri",UKR,Men,C-1 1000m (canoe single),M,Gold
London,2012,Fencing,Fencing,"SHEMYAKINA, Yana",UKR,Women,foil individual,W,Gold
London,2012,Weightlifting,Weightlifting,"TOROKHTIY, Oleksiy",UKR,Men,+ 105kg,M,Gold
London,2012,Boxing,Boxing,"USYK, Oleksandr",UKR,Men,+ 91kg (super heavyweight),M,Gold
London,2012,Athletics,Athletics,"WALCOTT, Keshorn",TRI,Men,javelin throw,M,Gold
London,2012,Athletics,Athletics,"KIPROTICH, Stephen",UGA,Men,marathon,M,Gold
London,2012,Rowing,Rowing,"DEMENTIEVA, Yana",UKR,Women,quadruple sculls with coxswain (4x),W,Gold
London,2012,Rowing,Rowing,"KOZHENKOVA, Anastasiia",UKR,Women,quadruple sculls with coxswain (4x),W,Gold
London,2012,Rowing,Rowing,"TARASENKO, Kateryna",UKR,Women,quadruple sculls with coxswain (4x),W,Gold
London,2012,Rowing,Rowing,"DOVGODKO, Nataliya",UKR,Women,quadruple sculls with coxswain (4x),W,Gold
London,2012,Taekwondo,Taekwondo,"TAZEGUL, Servet",TUR,Men,58 - 68 kg,M,Gold
London,2012,Athletics,Athletics,"CAKIR, ALPTEKIN Asli",TUR,Women,1500m,W,Gold
London,2012,Taekwondo,Taekwondo,"MANDIC, Milica",SRB,Women,+ 67 kg,W,Gold
London,2012,Judo,Judo,"ZOLNIR, Urska",SLO,Women,- 63kg (lightweight),W,Gold
London,2012,Athletics,Athletics,"SPIRIG, Nicola",SUI,Women,triathlon (long jump / shot put / 100 yards),W,Gold
London,2012,Equestrian,Jumping,"GUERDAT, Steve",SUI,Unknown,individual,X,Gold
London,2012,Sailing,Sailing,"SALMINEN, Max",SWE,Men,two-person keelboat open (Star),M,Gold
London,2012,Sailing,Sailing,"LOOF, Fredrik",SWE,Men,two-person keelboat open (Star),M,Gold
London,2012,Tennis,Tennis,"WILLIAMS, Venus",USA,Women,doubles,W,Gold
London,2012,Athletics,Athletics,"TAYLOR, Christian",USA,Men,triple jump,M,Gold
London,2012,Athletics,Athletics,"KNIGHT, Bianca",USA,Women,4x100m relay,W,Gold
London,2012,Aquatics,Swimming,"DONAHUE, Claire",USA,Women,4x100m medley relay,W,Gold
London,2012,Football,Football,"SAUERBRUNN, Becky",USA,Women,football,W,Gold
London,2012,Football,Football,"RAMPONE, Christie",USA,Women,football,W,Gold
London,2012,Football,Football,"LLOYD, Carli",USA,Women,football,W,Gold
London,2012,Football,Football,"LE PEILBET, Amy",USA,Women,football,W,Gold
London,2012,Football,Football,"BUEHLER, Rachel",USA,Women,football,W,Gold
London,2012,Football,Football,"LEROUX, Sydney",USA,Women,football,W,Gold
London,2012,Football,Football,"RODRIGUEZ, Amy",USA,Women,football,W,Gold
London,2012,Football,Football,"BOXX, Shannon",USA,Women,football,W,Gold
London,2012,Basketball,Basketball,"M,cCOUGHTRY Angel",USA,Women,basketball,W,Gold
London,2012,Athletics,Athletics,"MERRITT, Aries",USA,Men,110m hurdles,M,Gold
London,2012,Basketball,Basketball,"MOORE, Maya",USA,Women,basketball,W,Gold
London,2012,Football,Football,"MORGAN, Alex",USA,Women,football,W,Gold
London,2012,Basketball,Basketball,"WESTBROOK, Russell",USA,Men,basketball,M,Gold
London,2012,Basketball,Basketball,"PAUL, Chris",USA,Men,basketball,M,Gold
London,2012,Basketball,Basketball,"BRYANT, Kobe",USA,Men,basketball,M,Gold
London,2012,Basketball,Basketball,"IGUODALA, Andre",USA,Men,basketball,M,Gold
London,2012,Basketball,Basketball,"WILLIAMS, Deron",USA,Men,basketball,M,Gold
London,2012,Basketball,Basketball,"DURANT, Kevin",USA,Men,basketball,M,Gold
London,2012,Basketball,Basketball,"CHANDLER, Tyson",USA,Men,basketball,M,Gold
London,2012,Football,Football,"MITTS, Heather",USA,Women,football,W,Gold
London,2012,Football,Football,"O,'HARA Kelley",USA,Women,football,W,Gold
London,2012,Athletics,Athletics,"TARMOH, Jeneba",USA,Women,4x100m relay,W,Gold
London,2012,Athletics,Athletics,"MADISON, Tianna",USA,Women,4x100m relay,W,Gold
London,2012,Football,Football,"HEATH, Tobin",USA,Women,football,W,Gold
London,2012,Football,Football,"RAPINOE, Megan",USA,Women,football,W,Gold
London,2012,Football,Football,"O,'REILLY Heather",USA,Women,football,W,Gold
London,2012,Boxing,Boxing,"SHIELDS, Claressa",USA,Women,65.77 - 71.67kg (middleweight),W,Gold
London,2012,Rowing,Rowing,"LOFGREN, Esther",USA,Women,eight with coxswain (8+),W,Gold
London,2012,Wrestling,Wrestling Free.,"VARNER, Jacob Stephen",USA,Men,84 - 96kg,M,Gold
London,2012,Basketball,Basketball,"JAMES, LeBron",USA,Men,basketball,M,Gold
London,2012,Aquatics,Swimming,"M,cLEAN Matthew",USA,Men,4x200m freestyle relay,M,Gold
London,2012,Basketball,Basketball,"PARKER, Candace",USA,Women,basketball,W,Gold
London,2012,Shooting,Shooting,"HANCOCK, Vincent",USA,Men,skeet (125 targets),M,Gold
London,2012,Aquatics,Swimming,"PERDUE, Lauren",USA,Women,4x200m freestyle relay,W,Gold
London,2012,Aquatics,Water polo,"PETRI, Heather",USA,Women,water polo,W,Gold
London,2012,Athletics,Athletics,"M,cCORORY Francena",USA,Women,4x400m relay,W,Gold
London,2012,Football,Football,"CHENEY, Lauren",USA,Women,football,W,Gold
London,2012,Aquatics,Water polo,"WENGER, Lauren",USA,Women,water polo,W,Gold
London,2012,Basketball,Basketball,"WHALEN, Lindsay",USA,Women,basketball,W,Gold
London,2012,Rowing,Rowing,"WHIPPLE, Mary",USA,Women,eight with coxswain (8+),W,Gold
London,2012,Gymnastics,Artistic G.,"WIEBER, Jordyn",USA,Women,"team, horizontal bar",W,Gold
London,2012,Basketball,Basketball,"JONES, Asjha",USA,Women,basketball,W,Gold
London,2012,Aquatics,Swimming,"LEDECKY, Katie",USA,Women,800m freestyle,W,Gold
London,2012,Rowing,Rowing,"LIND, Caroline",USA,Women,eight with coxswain (8+),W,Gold
London,2012,Rowing,Rowing,"LOGAN, Eleanor",USA,Women,eight with coxswain (8+),W,Gold
London,2012,Basketball,Basketball,"LOVE, Kevin",USA,Men,basketball,M,Gold
London,2012,Rowing,Rowing,"DAVIES, Caryn",USA,Women,eight with coxswain (8+),W,Gold
London,2012,Aquatics,Water polo,"DRIES, Annika",USA,Women,water polo,W,Gold
London,2012,Rowing,Rowing,"MUSNICKI, Meghan",USA,Women,eight with coxswain (8+),W,Gold
London,2012,Aquatics,Swimming,"IRIE, Ryosuke",JPN,Men,100m backstroke,M,Bronze
London,2012,Aquatics,Swimming,"IRIE, Ryosuke",JPN,Men,200m backstroke,M,Silver
London,2012,Aquatics,Swimming,"IRIE, Ryosuke",JPN,Men,4x100m medley relay,M,Silver
London,2012,Cycling,Cycling Track,"GUO, Shuang",CHN,Women,Sprint indivual,W,Bronze
London,2012,Cycling,Cycling Track,"GUO, Shuang",CHN,Women,Keirin,W,Silver
London,2012,Cycling,Cycling Track,"GUO, Shuang",CHN,Women,Team Sprint,W,Silver
London,2012,Aquatics,Swimming,"HERASIMENIA, Aliaksandra",BLR,Women,50m freestyle,W,Silver
London,2012,Aquatics,Swimming,"HERASIMENIA, Aliaksandra",BLR,Women,100m freestyle,W,Silver
London,2012,Canoe / Kayak,Canoe / Kayak F,"OSYPENKO,-RADOMSKA Inna",UKR,Women,C-1 1000m (canoe single),W,Silver
London,2012,Canoe / Kayak,Canoe / Kayak F,"OSYPENKO,-RADOMSKA Inna",UKR,Women,K-1 500m (kayak single),W,Silver
London,2012,Cycling,Cycling Track,"HAMMER, Sarah",USA,Women,12-hour race,W,Silver
London,2012,Cycling,Cycling Track,"HAMMER, Sarah",USA,Women,"1980 yards Pursuit, Team",W,Silver
London,2012,Equestrian,Jumping,"SCHRODER, Gerco",NED,Unknown,individual,X,Silver
London,2012,Equestrian,Jumping,"SCHRODER, Gerco",NED,Unknown,team,X,Silver
London,2012,Gymnastics,Artistic G.,"KOMOVA, Viktoria",RUS,Women,individual all-round,W,Silver
London,2012,Gymnastics,Artistic G.,"KOMOVA, Viktoria",RUS,Women,"team, horizontal bar",W,Silver
London,2012,Gymnastics,Artistic G.,"NGUYEN, Marcel",GER,Men,parallel bars,M,Silver
London,2012,Gymnastics,Artistic G.,"NGUYEN, Marcel",GER,Men,individual all-round,M,Silver
London,2012,Aquatics,Swimming,"PARK, Taehwan",KOR,Men,200m freestyle,M,Silver
London,2012,Aquatics,Swimming,"PARK, Taehwan",KOR,Men,400m freestyle,M,Silver
London,2012,Aquatics,Swimming,"BELMONTE, GARCIA Mireia",ESP,Women,800m freestyle,W,Silver
London,2012,Aquatics,Swimming,"BELMONTE, GARCIA Mireia",ESP,Women,200m butterfly,W,Silver
London,2012,Cycling,Cycling Track,"BAUGE, Gregory",FRA,Men,Sprint indivual,M,Silver
London,2012,Cycling,Cycling Track,"BAUGE, Gregory",FRA,Men,Team Sprint,M,Silver
London,2012,Aquatics,Swimming,"SUZUKI, Satomi",JPN,Women,100m breaststroke,W,Bronze
London,2012,Aquatics,Swimming,"SUZUKI, Satomi",JPN,Women,200m breaststroke,W,Silver
London,2012,Aquatics,Swimming,"SUZUKI, Satomi",JPN,Women,4x100m medley relay,W,Bronze
London,2012,Gymnastics,Artistic G.,"PASEKA, Maria",RUS,Women,vault,W,Bronze
London,2012,Gymnastics,Artistic G.,"PASEKA, Maria",RUS,Women,"team, horizontal bar",W,Silver
London,2012,Athletics,Athletics,"GATLIN, Justin",USA,Men,100m,M,Bronze
London,2012,Athletics,Athletics,"GATLIN, Justin",USA,Men,4x100m relay,M,Silver
London,2012,Aquatics,Swimming,"MAGNUSSEN, James",AUS,Men,100m freestyle,M,Silver
London,2012,Aquatics,Swimming,"MAGNUSSEN, James",AUS,Men,4x100m medley relay,M,Bronze
London,2012,Aquatics,Swimming,"BEISEL, Elizabeth",USA,Women,200m backstroke,W,Bronze
London,2012,Aquatics,Swimming,"BEISEL, Elizabeth",USA,Women,400m individual medley,W,Silver
London,2012,Athletics,Athletics,"CLAYE, Will",USA,Men,long jump,M,Bronze
London,2012,Athletics,Athletics,"CLAYE, Will",USA,Men,triple jump,M,Silver
London,2012,Aquatics,Swimming,"BARRATT, Bronte",AUS,Women,200m freestyle,W,Bronze
London,2012,Aquatics,Swimming,"BARRATT, Bronte",AUS,Women,4x200m freestyle relay,W,Silver
London,2012,Gymnastics,Artistic G.,"SMITH, Louis",GBR,Men,pommel horse,M,Silver
London,2012,Gymnastics,Artistic G.,"SMITH, Louis",GBR,Men,"team, horizontal bar",M,Bronze
London,2012,Rowing,Rowing,"CROW, Kim",AUS,Women,single sculls (1x),W,Bronze
London,2012,Rowing,Rowing,"CROW, Kim",AUS,Women,double sculls (2x),W,Silver
London,2012,Aquatics,Swimming,"SPRENGER, Christian",AUS,Men,100m breaststroke,M,Silver
London,2012,Aquatics,Swimming,"SPRENGER, Christian",AUS,Men,4x100m medley relay,M,Bronze
London,2012,Aquatics,Swimming,"HUANG, Xuechen",CHN,Women,100m freestyle,W,Bronze
London,2012,Aquatics,Swimming,"HUANG, Xuechen",CHN,Women,100m freestyle,W,Silver
London,2012,Aquatics,Swimming,"FUENTES, FACHE Andrea",ESP,Women,100m freestyle,W,Silver
London,2012,Aquatics,Swimming,"FUENTES, FACHE Andrea",ESP,Women,100m freestyle,W,Bronze
London,2012,Aquatics,Swimming,"LIU, Ou",CHN,Women,100m freestyle,W,Bronze
London,2012,Aquatics,Swimming,"LIU, Ou",CHN,Women,100m freestyle,W,Silver
London,2012,Aquatics,Swimming,"CARBONELL, BALLESTERO Ona",ESP,Women,100m freestyle,W,Silver
London,2012,Aquatics,Swimming,"CARBONELL, BALLESTERO Ona",ESP,Women,100m freestyle,W,Bronze
London,2012,Fencing,Fencing,"OCCHIUZZI, Diego",ITA,Men,sabre individual,M,Silver
London,2012,Fencing,Fencing,"OCCHIUZZI, Diego",ITA,Men,sabre team,M,Bronze
London,2012,Athletics,Athletics,"CAMPBELL,-BROWN Veronica",JAM,Women,100m,W,Bronze
London,2012,Athletics,Athletics,"CAMPBELL,-BROWN Veronica",JAM,Women,4x100m relay,W,Silver
London,2012,Aquatics,Swimming,"MATSUDA, Takeshi",JPN,Men,200m butterfly,M,Bronze
London,2012,Aquatics,Swimming,"MATSUDA, Takeshi",JPN,Men,4x100m medley relay,M,Silver
London,2012,Cycling,Cycling Track,"LEVY, Maximilian",GER,Men,Keirin,M,Silver
London,2012,Cycling,Cycling Track,"LEVY, Maximilian",GER,Men,Team Sprint,M,Bronze
London,2012,Canoe / Kayak,Canoe / Kayak F,"JANICS,-DOUCHEV Natasa",HUN,Women,C-1 1000m (canoe single),W,Bronze
London,2012,Canoe / Kayak,Canoe / Kayak F,"JANICS,-DOUCHEV Natasa",HUN,Women,K-2 500m (kayak double),W,Silver
London,2012,Gymnastics,Artistic G.,"PONOR, Catalina",ROU,Women,floor exercises,W,Silver
London,2012,Gymnastics,Artistic G.,"PONOR, Catalina",ROU,Women,"team, horizontal bar",W,Bronze
London,2012,Athletics,Athletics,"CHERUIYOT, Vivian Jepkemoi",KEN,Women,5000m team,W,Silver
London,2012,Athletics,Athletics,"CHERUIYOT, Vivian Jepkemoi",KEN,Women,10miles walk (16093m),W,Bronze
London,2012,Aquatics,Swimming,"VELDHUIS, Marleen",NED,Women,50m freestyle,W,Bronze
London,2012,Aquatics,Swimming,"VELDHUIS, Marleen",NED,Women,4x100m freestyle relay,W,Silver
London,2012,Gymnastics,Artistic G.,"ABLYAZIN, Denis",RUS,Men,floor exercises,M,Bronze
London,2012,Gymnastics,Artistic G.,"ABLYAZIN, Denis",RUS,Men,vault,M,Silver
London,2012,Equestrian,Dressage,"CORNELISSEN, Adelinde",NED,Unknown,individual,X,Silver
London,2012,Equestrian,Dressage,"CORNELISSEN, Adelinde",NED,Unknown,team,X,Bronze
London,2012,Wrestling,Wrestling Free.,"KUDUKHOV, Besik",RUS,Men,- 60kg (featherweight),M,Silver
London,2012,Fencing,Fencing,"KOROBEYNIKOVA, Larisa",RUS,Women,foil team,W,Silver
London,2012,Fencing,Fencing,"SHANAEVA, Aida",RUS,Women,foil team,W,Silver
London,2012,Fencing,Fencing,"VELIKAYA, Sofya",RUS,Women,sabre individual,W,Silver
London,2012,Fencing,Fencing,"GAFURZIANOVA, Kamilla",RUS,Women,foil team,W,Silver
London,2012,Fencing,Fencing,"DERIGLAZOVA, Inna",RUS,Women,foil team,W,Silver
London,2012,Athletics,Athletics,"SEMENYA, Caster",RSA,Women,800m,W,Silver
London,2012,Judo,Judo,"MIKHAYLIN, Alexander",RUS,Men,+ 100kg (heavyweight),M,Silver
London,2012,Athletics,Athletics,"WLODARCZYK, Anita",POL,Women,hammer throw,W,Silver
London,2012,Tennis,Tennis,"SHARAPOVA, Maria",RUS,Women,singles,W,Silver
London,2012,Shooting,Shooting,"BOGACKA, Sylwia",POL,Women,10m air rifle (40 shots),W,Silver
London,2012,Cycling,BMX,"WALKER, Sarah",NZL,Women,Individual,W,Silver
London,2012,Sailing,Sailing,"TUKE, Blair",NZL,Men,49er - Skiff,M,Silver
London,2012,Sailing,Sailing,"BURLING, Peter",NZL,Men,49er - Skiff,M,Silver
London,2012,Aquatics,Swimming,"ZUEVA, Anastasia",RUS,Women,200m backstroke,W,Silver
London,2012,Aquatics,Diving,"KUZNETSOV, Evgeny",RUS,Men,3m springboard,M,Silver
London,2012,Fencing,Fencing,"PIASECKI, Bartosz",NOR,Men,foil individual,M,Silver
London,2012,Equestrian,Jumping,"HOUTZAGER, Marc",NED,Unknown,team,X,Silver
London,2012,Gymnastics,Artistic G.,"AFANASEVA, Kseniia",RUS,Women,"team, horizontal bar",W,Silver
London,2012,Gymnastics,Artistic G.,"GRISHINA, Anastasia",RUS,Women,"team, horizontal bar",W,Silver
London,2012,Aquatics,Swimming,"SCHREUDER, Hinkelien",NED,Women,4x100m freestyle relay,W,Silver
London,2012,Fencing,Fencing,"DUMITRESCU, Rares",ROU,Men,sabre team,M,Silver
London,2012,Fencing,Fencing,"DOLNICEANU, Tiberiu",ROU,Men,sabre team,M,Silver
London,2012,Aquatics,Swimming,"KOROTYSHKIN, Evgeny",RUS,Men,100m butterfly,M,Silver
London,2012,Athletics,Athletics,"PISHCHALNIKOVA, Darya",RUS,Women,discus throw,W,Silver
London,2012,Athletics,Athletics,"GUSHCHINA, Yulia",RUS,Women,4x400m relay,W,Silver
London,2012,Athletics,Athletics,"KRIVOSHAPKA, Antonina",RUS,Women,4x400m relay,W,Silver
London,2012,Athletics,Athletics,"NAZAROVA, Natalya",RUS,Women,4x400m relay,W,Silver
London,2012,Athletics,Athletics,"KANISKINA, Olga",RUS,Women,20km walk,W,Silver
London,2012,Weightlifting,Weightlifting,"TSARUKAEVA, Svetlana",RUS,Women,63kg,W,Silver
London,2012,Athletics,Athletics,"SOKOLOVA, Elena",RUS,Women,long jump,W,Silver
London,2012,Wrestling,Wrestling Gre-R,"TOTROV, Rustam",RUS,Men,84 - 96kg,M,Silver
London,2012,Boxing,Boxing,"OCHIGAVA, Sofya",RUS,Women,57 - 60kg (lightweight),W,Silver
London,2012,Boxing,Boxing,"TORLOPOVA, Nadezda",RUS,Women,65.77 - 71.67kg (middleweight),W,Silver
London,2012,Athletics,Athletics,"KAPACHINSKAYA, Anastasiya",RUS,Women,4x400m relay,W,Silver
London,2012,Athletics,Athletics,"FIROVA, Tatyana",RUS,Women,4x400m relay,W,Silver
London,2012,Athletics,Athletics,"KOLODKO, Evgeniia",RUS,Women,shot put,W,Silver
London,2012,Weightlifting,Weightlifting,"AUKHADOV, Apti",RUS,Men,85kg,M,Silver
London,2012,Weightlifting,Weightlifting,"ZABOLOTNAYA, Natalya",RUS,Women,"67.5 - 75kg, one-two hand 3 events (middleweight)",W,Silver
London,2012,Weightlifting,Weightlifting,"IVANOV, Alexandr",RUS,Men,94kg,M,Silver
London,2012,Weightlifting,Weightlifting,"KASHIRINA, Tatiana",RUS,Women,+ 75kg,W,Silver
London,2012,Gymnastics,Rhythmic G.,"DMITRIEVA, Daria",RUS,Women,individual all-round,W,Silver
London,2012,Gymnastics,Trampoline,"USHAKOV, Dmitry",RUS,Men,individual,M,Silver
London,2012,Hockey,Hockey,"HOFMAN, Rogier",NED,Men,hockey,M,Silver
London,2012,Hockey,Hockey,"BAART, Sander",NED,Men,hockey,M,Silver
London,2012,Hockey,Hockey,"BAKKER, Billy",NED,Men,hockey,M,Silver
London,2012,Hockey,Hockey,"BALKESTEIN, Marcel",NED,Men,hockey,M,Silver
London,2012,Aquatics,Diving,"OROZCO, LOZA Alejandra",MEX,Women,10m platform,W,Silver
London,2012,Aquatics,Diving,"SANCHEZ, SANCHEZ German",MEX,Men,10m platform,M,Silver
London,2012,Aquatics,Diving,"GARCIA, NAVARRO Ivan",MEX,Men,10m platform,M,Silver
London,2012,Aquatics,Diving,"ESPINOSA, SANCHEZ Paola",MEX,Women,10m platform,W,Silver
London,2012,Archery,Archery,"ROMAN, Aida",MEX,Women,individual FITA round,W,Silver
London,2012,Canoe / Kayak,Canoe / Kayak F,"SHUKLIN, Jevgenij",LTU,Men,C-1 1000m (canoe single),M,Silver
London,2012,Boxing,Boxing,"NYAMBAYAR, Tugstsogt",MGL,Men,- 47.63kg (flyweight),M,Silver
London,2012,Handball,Handball,"POPOVIC, Bojana",MNE,Women,handball,W,Silver
London,2012,Handball,Handball,"BULATOVIC, Andela",MNE,Women,handball,W,Silver
London,2012,Handball,Handball,"DOKIC, Ana",MNE,Women,handball,W,Silver
London,2012,Handball,Handball,"RADOVIC, Ana",MNE,Women,handball,W,Silver
London,2012,Handball,Handball,"LAZOVIC, Suzana",MNE,Women,handball,W,Silver
London,2012,Handball,Handball,"BARJAKTAROVIC, Sonja",MNE,Women,handball,W,Silver
London,2012,Handball,Handball,"MILJANIC, Radmila",MNE,Women,handball,W,Silver
London,2012,Handball,Handball,"KNEZEVIC, Milena",MNE,Women,handball,W,Silver
London,2012,Handball,Handball,"VUKCEVIC, Marina",MNE,Women,handball,W,Silver
London,2012,Handball,Handball,"MEHMEDOVIC, Majda",MNE,Women,handball,W,Silver
London,2012,Handball,Handball,"SAVIC, Maja",MNE,Women,handball,W,Silver
London,2012,Handball,Handball,"BULATOVIC, Katarina",MNE,Women,handball,W,Silver
London,2012,Handball,Handball,"JOVANOVIC, Marija",MNE,Women,handball,W,Silver
London,2012,Handball,Handball,"RADICEVIC, Jovanka",MNE,Women,handball,W,Silver
London,2012,Judo,Judo,"NAIDAN, Tuvshinbayar",MGL,Men,90 - 100kg (half-heavyweight),M,Silver
London,2012,Badminton,Badminton,"LEE, Chong Wei",MAS,Men,singles,M,Silver
London,2012,Taekwondo,Taekwondo,"LEE, Daehoon",KOR,Men,- 58 kg,M,Silver
London,2012,Rowing,Rowing,"BATTISTI, Romano",ITA,Men,double sculls (2x),M,Silver
London,2012,Rowing,Rowing,"SARTORI, Alessio",ITA,Men,double sculls (2x),M,Silver
London,2012,Shooting,Shooting,"FABBRIZI, Massimo",ITA,Men,trap (125 targets),M,Silver
London,2012,Shooting,Shooting,"CHOI, Young Rae",KOR,Men,50m pistol (60 shots),M,Silver
London,2012,Weightlifting,Weightlifting,"NASIRSHELAL, Navab",IRI,Men,+ 105kg,M,Silver
London,2012,Taekwondo,Taekwondo,"BAGHERI, MOTAMED Mohammad",IRI,Men,58 - 68 kg,M,Silver
London,2012,Wrestling,Wrestling Free.,"GOUDARZI, Sadegh Saeed",IRI,Men,68 - 74kg (welterweight),M,Silver
London,2012,Athletics,Athletics,"HADADI, Ehsan",IRI,Men,discus throw,M,Silver
London,2012,Aquatics,Water polo,"TEMPESTI, Stefano",ITA,Men,water polo,M,Silver
London,2012,Aquatics,Water polo,"PEREZ, Amaurys",ITA,Men,water polo,M,Silver
London,2012,Aquatics,Water polo,"GITTO, Niccolo'",ITA,Men,water polo,M,Silver
London,2012,Aquatics,Water polo,"FIGLIOLI, Pietro",ITA,Men,water polo,M,Silver
London,2012,Aquatics,Water polo,"GIORGETTI, Alex",ITA,Men,water polo,M,Silver
London,2012,Aquatics,Water polo,"FELUGO, Maurizio",ITA,Men,water polo,M,Silver
London,2012,Aquatics,Water polo,"GALLO, Valentino",ITA,Men,water polo,M,Silver
London,2012,Aquatics,Water polo,"PRESCIUTTI, Christian",ITA,Men,water polo,M,Silver
London,2012,Aquatics,Water polo,"FIORENTINI, Deni",ITA,Men,water polo,M,Silver
London,2012,Aquatics,Water polo,"AICARDI, Matteo",ITA,Men,water polo,M,Silver
London,2012,Aquatics,Water polo,"PASTORINO, Giacomo",ITA,Men,water polo,M,Silver
London,2012,Aquatics,Water polo,"GIACOPPO, Massimo",ITA,Men,water polo,M,Silver
London,2012,Weightlifting,Weightlifting,"ANOUSHIRAVANI, HAMLABAD Sajjad",IRI,Men,+ 105kg,M,Silver
